run_id,created_at,pipeline,model,embedding_model,csv,index_base,train_proteins,validation_proteins,test_proteins,train_fraction,validation_fraction,threshold,duration_seconds,training_log,config_json,validation_precision,validation_recall,validation_specificity,validation_f1,validation_mcc,validation_pr_auc,validation_roc_auc,validation_positive_rate
20260516T144344Z_a691c5c6,2026-05-16T14:43:44+00:00,embedding,mlp,facebook/esm2_t6_8M_UR50D,data/residual_amino_database.csv,zero,85153,10714,10722,0.8,0.1,0.5,165.31,iterations=23 | loss=0.0180 | hidden_units=128,"{""batch_size"": 512, ""classifier"": ""mlp"", ""device"": ""auto"", ""embedding_cache_dir"": ""data/embedding_cache"", ""embedding_model"": ""facebook/esm2_t6_8M_UR50D"", ""epochs"": 200, ""learning_rate"": 0.001, ""max_depth"": null, ""max_eval_positions"": 50000, ""max_residues_per_chunk"": 900, ""max_train_positions"": 50000, ""mlp_hidden_units"": 128, ""n_estimators"": 100, ""negative_ratio"": 10, ""seed"": 13, ""show_progress"": true}",0.23515439429928742,0.868421052631579,0.9870609981515711,0.3700934579439253,0.4479378108733821,0.6675094414362801,0.9899333945246465,0.00456
20260516T152517Z_17263953,2026-05-16T15:25:17+00:00,squidly_like,contrastive_projection_bilstm,facebook/esm2_t6_8M_UR50D,data/residual_amino_database.csv,zero,85153,10714,10722,0.8,0.1,0.5,1375.272,contrastive_epoch_1_loss=0.1085 | contrastive_epoch_2_loss=0.0340 | contrastive_epoch_3_loss=0.0200 | lstm_epoch_1_loss=0.3181 | lstm_epoch_2_loss=0.2254 | lstm_epoch_3_loss=0.2056 | lstm_epoch_4_loss=0.1870 | lstm_epoch_5_loss=0.1471,"{""classifier_epochs"": 5, ""contrastive_batch_size"": 512, ""contrastive_batches_per_epoch"": 500, ""contrastive_epochs"": 3, ""device"": ""cpu"", ""embedding_cache_dir"": ""data/embedding_cache"", ""embedding_model"": ""facebook/esm2_t6_8M_UR50D"", ""learning_rate"": 0.001, ""lstm_dropout"": 0.2, ""lstm_hidden_dim"": 128, ""lstm_layers"": 2, ""max_contrastive_positions"": 50000, ""max_eval_positions"": 100000, ""max_residues_per_chunk"": 900, ""max_sequence_length"": 1500, ""max_train_sequences"": 1000, ""negative_ratio"": 10, ""positive_weight"": 100.0, ""projection_dim"": 128, ""projection_dropout"": 0.1, ""projection_hidden_dim"": 512, ""seed"": 13, ""show_progress"": true}",0.060570071258907364,0.8858560794044665,0.9444059560026908,0.11338732729871367,0.22334544959674832,0.5359861356679133,0.9816944669150672,0.00403,0.95,0.5308924485125859,0.49256900212314225,0.575682382133995,0.95,0.49256900212314225,0.575682382133995,0.5308924485125859,0.033161108501643964,0.8825,0.012581051001645215,0.9675,0.008119052023596637,0.98,0.005243013684265716,0.9925
